qrySmiles,hitSmiles,anonIdx,mw,id,qry_molecule_chembl_id,target_id,provider,QSPRID,predictions,nn_max,nn_min,nn_mean,nn_sum,n_chiral_centers,logP,lipinski_violations,nn_index,nn_smiles
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,CC(C)(C)CCNC1=CC=C2OCC(=O)NC2=N1,B19R2.48370,249.309,Z3393813170,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12276,6.033068,0.11603188662533215,0.09680365296803653,0.11040422526816052,1.1040422526816052,0,2.2605999999999997,0,631,CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,CCC(C)(C)CNC1=CC=C2OCC(=O)NC2=N1,B19R2.88530,249.309,Z3293567286,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12277,6.0236473,0.11504424778761062,0.09927140255009108,0.11026592530631218,1.1026592530631218,0,2.2605999999999997,0,631,CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,CCC(CC)CNC1=CC=C2OCC(=O)NC2=N1,B19R2.125366,249.309,PV-002295414166,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12278,6.144313,0.10088495575221239,0.08818181818181818,0.09685669559191863,0.9685669559191863,0,2.2605999999999997,0,631,CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,CCOC(C)CNC(=O)C1=CC=C2OCC(=O)NC2=N1,B21R2.62073,279.292,Z5135794597,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12279,6.208442,0.10026385224274406,0.09372236958443855,0.09704997984350397,0.9704997984350398,1,0.5672999999999998,0,794,CC1(C)CN(c2ccc3c(n2)NC(=O)CO3)C(c2ccccc2)CO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,CCOCCN(C)C(=O)C1=CC=C2OCC(=O)NC2=N1,B21R2.63455,279.292,Z5136406458,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12280,6.5229664,0.10308370044052863,0.09358288770053476,0.09880855932749652,0.9880855932749653,0,0.5209999999999999,0,791,O=C1COc2ccc(N3CCOCC3c3ccccc3)nc2N1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,COC(C)CN(C)C(=O)C1=CC=C2OCC(=O)NC2=N1,B21R2.367276,279.292,Z5137049317,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12281,6.3926697,0.09955156950672646,0.09010600706713781,0.09602738953165715,0.9602738953165715,1,0.5193999999999996,0,796,COCC1CN(c2ccc3c(n2)NC(=O)CO3)C(c2ccccc2)CO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,CO[C@@H](C)CN(C)C(=O)C1=CC=C2OCC(=O)NC2=N1,B21R2.367276,279.292,Z5337229156,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12282,6.3926697,0.09955156950672646,0.09010600706713781,0.09602738953165715,0.9602738953165715,1,0.5193999999999996,0,796,COCC1CN(c2ccc3c(n2)NC(=O)CO3)C(c2ccccc2)CO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,CCCN(CCO)C(=O)C1=CC=C2OCC(=O)NC2=N1,B21R2.492334,279.292,Z5134316222,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12283,6.2925425,0.10061782877316858,0.09228039041703638,0.09580755538849063,0.9580755538849063,0,0.257,0,647,O=C1COc2ccc(N3CC(CO)OCC3c3ccccc3)nc2N1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,CCN(CC(C)O)C(=O)C1=CC=C2OCC(=O)NC2=N1,B21R2.501941,279.292,Z5136335040,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12284,6.4117203,0.09691629955947137,0.09050576752440107,0.09362080453461089,0.9362080453461089,1,0.25539999999999974,0,792,CC1CN(c2ccc3c(n2)NC(=O)CO3)C(c2ccccc2)CO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,CCN(C[C@@H](C)O)C(=O)C1=CC=C2OCC(=O)NC2=N1,B21R2.501941,279.292,Z5137039152,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12285,6.4117203,0.09691629955947137,0.09050576752440107,0.09362080453461089,0.9362080453461089,1,0.25539999999999974,0,792,CC1CN(c2ccc3c(n2)NC(=O)CO3)C(c2ccccc2)CO1
